-149,126;-149,129;-149,130;-149,128;-149,127;-150,130;-150,126;-150,127;-150,128;-150,129
-150,134;-150,131;-150,133;-150,135;-149,133;-149,131;-150,132;-149,134;-149,135;-149,132
-147,130;-148,128;-147,126;-148,126;-147,128;-147,129;-148,127;-147,127;-148,130;-148,129
-148,132;-147,135;-147,131;-147,132;-148,133;-148,131;-147,133;-147,134;-148,135;-148,134
-144,44;-143,46;-143,47;-143,44;-143,45;-144,43;-143,43
-142,47
-141,47
-142,43
-134,-50
-132,105;-133,104;-132,104;-133,105
-127,-119
-129,-119
-127,-122
-131,-124
-128,-125
-130,-125
-124,-120
-125,-122
-127,-120
-125,-121
-130,-121
-130,-123
-129,-124
-124,-123
-126,-124
-127,-125
-131,-125
-126,-126
-129,-126
-128,-121
-130,-122
-125,-123
-124,-126
-127,-126
-124,-124
-126,-119
-126,-122
-125,-126
-126,-120
-128,-122
-127,-123
-130,-126
-130,-119
-131,-119
-131,-120
-124,-121
-129,-122
-126,-123
-129,-125
-131,-126
-128,-120
-129,-120
-127,-121
-124,-119
-130,-120
-125,-124
-127,-124
-130,-124
-128,-119
-125,-120
-124,-122
-129,-123
-128,-126
-126,-121
-131,-122
-128,-123
-131,-123
-124,-125
-126,-125
-125,-119
-129,-121
-131,-121
-128,-124
-125,-125
-127,-72;-126,-72
-123,85;-124,85
-118,-123
-120,-123
-123,-124
-116,-125
-119,-126
-116,-119
-118,-121
-116,-123
-118,-124
-122,-125
-117,-120
-121,-120
-117,-121
-117,-123
-118,-126
-119,-120
-123,-121
-120,-125
-123,-125
-118,-119
-121,-121
-116,-122
-119,-122
-123,-119
-122,-123
-121,-124
-120,-121
-122,-126
-118,-120
-120,-120
-116,-124
-122,-122
-121,-123
-123,-123
-119,-124
-120,-124
-118,-125
-120,-122
-121,-122
-117,-119
-116,-120
-119,-121
-123,-122
-122,-124
-117,-125
-119,-125
-116,-126
-123,-126
-120,-119
-116,-121
-122,-121
-119,-123
-121,-125
-122,-119
-118,-122
-117,-122
-117,-124
-117,-126
-120,-126
-123,-120
-119,-119
-121,-119
-122,-120
-121,-126
-119,-43;-120,-43
-119,-104;-118,-103;-119,-103;-118,-104
-112,-43
-111,-43
-110,150;-109,149;-111,148;-107,147;-111,146;-107,144;-108,149;-110,147;-111,150;-109,147;-108,144;-109,150;-107,150;-110,148;-108,147;-110,146;-104,145;-104,149;-105,147;-110,149;-106,148;-104,148;-105,145;-109,144;-108,150;-111,147;-108,146;-111,144;-107,148;-105,148;-106,144;-106,149;-106,146;-107,145;-105,144;-107,149;-105,149;-105,146;-104,144;-105,150;-108,148;-109,146;-109,145;-106,145;-111,145;-110,144;-111,149;-109,148;-106,147;-104,147;-107,146;-106,150;-104,150;-104,146;-110,145;-108,145
