-145,25
-145,15
-145,-35
-145,-145
-140,95
-140,90
-140,-40
-140,-120
-140,-110
-135,95
-135,90
-135,120
-135,115
-135,110
-135,-95
-135,-40
-135,-35
-135,-10
-130,120
-130,115
-130,110
-130,-80
-130,-45
-125,85
-125,20
-125,135
-125,130
-125,125
-125,120
-125,115
-125,110
-125,-95
-125,-65
-125,-40
-120,90
-120,135
-120,130
-120,125
-120,10
-120,-95
-120,-65
-115,25
-115,135
-115,130
-115,125
-115,-95
-115,-65
-115,-60
-115,-55
-115,-100
-110,5
-110,25
-110,20
-110,135
-110,130
-110,125
-110,-95
-110,-55
-110,-45
-110,-30
-110,-25
-105,30
-105,20
-105,140
-105,135
-105,130
-105,-95
-105,-80
-105,-75
-105,-70
-105,-60
-105,-45
-105,-25
-105,-145
-105,-140
-105,-100
-100,140
-100,135
-100,130
-100,125
-100,10
-100,-95
-100,-60
-100,-30
-100,-140
-100,-100
-95,60
-95,55
-95,30
-95,105
-95,100
-95,-95
-95,-60
-95,-40
-95,-25
-90,60
-90,55
-90,105
-90,100
-90,-95
-90,-90
-90,-85
-90,-80
-90,-75
-90,-45
-90,-20
-90,-140
-85,85
-85,120
-85,115
-85,110
-85,-85
-85,-75
-85,-140
-85,-110
-80,85
-80,80
-80,75
-80,120
-80,115
-80,110
-80,-15
-80,-115
-75,80
-75,75
-75,70
-75,35
-75,110
-75,-95
-75,-75
-75,-45
-75,-140
-70,90
-70,85
-70,80
-70,40
-70,35
-70,115
-70,110
-70,-30
-70,-25
-70,-20
-70,-140
-70,-125
-70,-120
-70,-115
-65,85
-65,125
-65,120
-65,-5
-65,-25
-65,-130
-60,85
-60,130
-60,120
-60,-95
-60,-140
-60,-115
-55,90
-55,30
-55,135
-55,130
-55,110
-55,105
-55,100
-55,-140
-55,-125
-55,-105
-50,80
-50,75
-50,135
-50,130
-50,125
-50,120
-50,-75
-50,-20
-50,-140
-50,-110
-50,-105
-5,-95
-5,-70
-5,-60
-5,-120
-5,-110
-5,-105
-45,75
-45,5
-45,45
-45,40
-45,-50
-45,-30
-45,-130
-45,-115
-40,30
-40,130
-40,125
-40,115
-40,110
-40,-60
-40,-150
-40,-105
-35,25
-35,-65
-35,-60
-35,-55
-35,-140
-35,-110
-35,-105
-30,90
-30,60
-30,55
-30,50
-30,140
-30,-65
-30,-60
-30,-5
-30,-45
-30,-30
-30,-140
-30,-110
-30,-105
-25,90
-25,60
-25,55
-25,30
-25,20
-25,15
-25,-55
-25,-50
-25,-45
-25,-25
-25,-140
-25,-125
-20,20
-20,145
-20,-60
-20,-55
-20,-35
-20,-25
-20,-115
-20,-110
-150,20
-15,150
-15,145
-15,105
-15,-95
-15,-55
-15,-145
-15,-140
-15,-115
-15,-110
-10,150
-10,145
-10,105
-10,-95
-10,-70
-10,-65
-10,-130
-10,-125
-10,-120
0,-100
0,-105
0,-110
0,-115
0,-120
0,-55
0,-95
0,15
0,20
10,-10
10,-110
10,-115
10,-140
10,-15
10,-35
10,-45
10,100
10,105
15,-110
15,-115
15,-145
15,-65
15,-85
15,-90
15,100
15,65
15,75
15,80
15,85
20,-115
20,-120
20,-125
20,-145
20,-30
20,-35
20,-60
20,-65
20,-75
20,-80
20,-85
20,-90
20,0
20,140
20,145
20,5
20,70
20,75
20,80
20,85
25,-105
25,-120
25,-140
25,-145
25,-30
25,-55
25,-90
25,-95
25,20
25,5
25,70
25,75
25,80
25,85
30,-110
30,-120
30,-140
30,-20
30,-45
30,-55
30,-90
30,10
30,25
30,5
30,80
35,-115
35,-60
35,-65
35,-95
35,0
35,145
35,25
35,85
40,-55
40,-60
40,-65
40,-80
40,-85
40,105
40,35
40,40
40,45
40,70
45,-10
45,-125
45,-45
45,-75
45,-80
45,10
45,35
45,40
45,45
45,60
5,-10
5,-110
5,-15
5,-20
5,-35
5,-50
5,-55
5,-95
5,100
5,105
5,135
5,15
5,20
50,-45
50,115
50,25
50,75
50,80
50,85
55,-125
55,-150
55,-80
55,105
55,120
55,25
55,35
55,40
55,45
55,80
55,85
60,-10
60,-125
60,-130
60,-25
60,25
60,30
65,-115
65,-30
65,15
65,20
65,25
65,30
65,50
70,-25
70,-35
70,-5
70,15
70,20
70,25
70,30
75,-75
75,-80
75,-85
75,-90
75,-95
75,25
75,60
75,65
80,-140
80,-145
80,-20
80,-25
80,-75
80,-80
80,-85
80,-90
80,-95
80,35
80,60
80,65
85,-115
85,-140
85,-145
85,-20
85,-25
85,-75
85,-80
85,-85
85,-90
85,-95
85,130
85,135
85,35
90,-115
90,-60
90,-65
90,-70
90,-75
90,-80
90,-85
90,-90
90,-95
90,120
90,125
90,130
90,135
95,-60
95,-65
95,-70
95,-75
95,-80
95,-85
95,-90
95,-95
95,120
95,125
95,130
95,135
95,20
95,25
95,85
95,90
100,-30
100,-60
100,-65
100,-70
100,-75
100,-80
100,-85
100,-90
100,-95
100,120
100,125
100,130
100,135
100,20
100,25
100,30
100,35
100,75
100,80
100,85
100,90
105,-100
105,-40
105,-45
105,-50
105,-55
105,-60
105,-65
105,-70
105,-75
105,-80
105,-85
105,-90
105,-95
105,150
105,30
105,75
105,80
105,85
110,-100
110,-120
110,-40
110,-45
110,-50
110,-55
110,-75
110,-80
110,-85
110,-90
110,-95
115,-100
115,-120
115,-140
115,-25
115,-40
115,-45
115,-5
115,-50
115,-55
115,-75
115,-80
115,-85
115,-90
115,-95
115,100
115,105
115,125
115,130
115,135
120,-10
120,-125
120,-150
120,-25
120,-40
120,-45
120,-5
120,-50
120,-55
120,-75
120,-80
120,-85
120,-90
120,-95
120,100
120,105
120,110
120,115
120,120
120,125
120,130
120,135
120,140
120,145
120,150
120,30
120,35
120,50
120,55
120,85
120,90
120,95
125,-10
125,-120
125,-130
125,-15
125,-150
125,-40
125,-45
125,-50
125,-55
125,-75
125,-80
125,-85
125,-90
125,-95
125,100
125,105
125,110
125,115
125,130
125,135
125,140
125,145
125,150
125,30
125,35
125,45
125,50
125,85
125,90
125,95
130,-10
130,-100
130,-125
130,-130
130,-135
130,-140
130,-15
130,-40
130,-45
130,-5
130,-50
130,-55
130,-75
130,-80
130,-85
130,-90
130,-95
130,0
130,10
130,130
130,135
130,145
130,15
130,150
130,45
130,50
135,-10
135,-100
135,-135
135,-140
135,-145
135,-15
135,-20
135,-25
135,-40
135,-45
135,-50
135,-55
135,-75
135,-80
135,-85
135,-90
135,-95
135,10
135,145
135,15
135,150
140,-10
140,-110
140,-115
140,-120
140,-140
140,-145
140,-35
140,-40
140,-45
140,-5
140,-50
140,-55
140,-75
140,-80
140,-85
140,-90
140,-95
140,0
140,105
140,110
140,145
140,150
145,-10
145,-110
145,-115
145,-120
145,-145
145,-15
145,-150
145,-35
145,-5
145,0
145,145
145,150
145,45
145,5
145,60
145,65
145,70
150,-10
150,-110
150,-145
150,-20
150,-25
150,-30
150,-35
150,-5
150,-80
150,-85
150,-90
150,0
150,5
150,60
150,65
150,70
150,75
